TCID;ID;Title;Description;Author;Importance;Pos/Neg;Automation;TCMS Case ID;#;Step;Expected Result;Type;_polarion
2770;;;;;;;;;5;"4. check the gnutls-serv showed the QEMU BIOS boot messages as expected, the output will end with below messages: 
 #  gnutls-serv    --echo --x509cafile ca-cert.pem --x509keyfile server-key.pem --x509certfile server-cert.pem
​​";"Set static Diffie-Hellman parameters, consider --dhparams.
 Processed 1 CA certificate(s).
 Echo Server listening on IPv4 0.0.0.0 port 5556...done
 * Accepted connection from IPv4 127.0.0.1 port 37450 on Wed May 31 13:49:20 2017
 - Description: (TLS1.2)-(ECDHE-RSA-SECP256R1)-(AES-128-GCM)
 - Session ID: 39:32:0B:04:FF:7C:A4:B5:23:58:D8:08:DC:C3:02:11:A4:7F:CE:E7:E0:AA:CA:66:06:33:ED:BF:78:26:40:7E
 - Server has requested a certificate.
 - Certificate type: X.509
 - Got a certificate list of 1 certificates.
 - Certificate[0] info:
 - X.509 Certificate Information:
    Version: 3
    Serial Number (hex): 592e11212e27fe69f1d5fb22
    Issuer: CN=libvirt.org
    Validity:
        Not Before: Wed May 31 00:41:05 UTC 2017
        Not After: Thu May 31 00:41:05 UTC 2018
    Subject: CN=server74,O=libvirt.org,L=Brisbane,ST=Queensland,C=AU
    Subject Public Key Algorithm: RSA
    Algorithm Security Level: Medium (2048 bits)
        Modulus (bits 2048):
            00:e6:c2:09:24:1a:cf:c1:9b:25:68:b6:3b:5b:c1:44
            e7:24:4d:2c:4e:41:9e:4a:2d:27:4e:b3:e1:3a:8b:13
            1f:9c:03:9d:bc:35:11:7a:5e:ab:2f:11:51:85:b8:13
            fe:05:3c:20:e1:4e:0c:9e:5d:05:bb:02:d9:21:3a:34
            01:62:9e:af:df:dc:18:9d:c4:17:31:ac:e4:ee:2f:85
            b6:04:2f:3e:d1:c6:8e:f2:d9:fc:eb:42:5c:7f:0c:38
            a0:2c:73:9b:28:da:f5:aa:c5:69:98:3b:8e:f3:57:73
            d7:42:aa:4d:75:31:f0:49:01:bb:dc:a5:1a:ef:91:3f
            d6:c7:73:90:0e:a0:b1:07:bf:d2:99:f2:54:13:ca:6a
            e8:d8:e7:ac:c2:8f:b5:a2:8b:a5:1c:3c:9e:c6:e3:c1
            55:b9:34:bf:4d:c2:38:32:ca:9b:f5:e3:30:43:fb:cf
            cc:b2:cc:e9:9a:08:e9:9b:06:21:21:7c:e1:3d:c3:93
            05:c5:53:d3:b1:bc:d7:ef:a5:8a:50:a7:ca:46:7d:96
            f8:a8:ed:f3:07:39:6d:e4:8b:8f:81:6b:a5:15:0b:12
            24:1b:f8:fe:da:1d:88:c5:28:e3:f4:2a:40:92:37:7b
            56:d2:48:97:42:7f:aa:f2:f8:4e:be:76:3b:4b:c9:1d
            7b
        Exponent (bits 24):
            01:00:01
    Extensions:
        Basic Constraints (critical):
            Certificate Authority (CA): FALSE
        Key Purpose (not critical):
            TLS WWW Client.
        Key Usage (critical):
            Digital signature.
            Key encipherment.
        Subject Key Identifier (not critical):
            b1f122a301f97dfc739c84f3b453f6c05ddfa68f
        Authority Key Identifier (not critical):
            69f4f911b5859f8f380c4f02635dac5f3b6655b3
    Signature Algorithm: RSA-SHA256
    Signature:
        66:39:10:0f:5b:96:df:f4:ed:04:79:b8:d0:db:22:eb
        a3:83:dc:2a:3e:01:35:2c:16:e3:92:a0:4a:af:6c:92
        6c:f6:b4:fa:8c:ef:78:f7:e9:8f:eb:09:21:19:0b:65
        db:37:e0:44:f3:96:4d:6d:02:62:93:2f:eb:08:1b:1c
        4f:54:ec:a6:7f:bb:18:78:5c:e6:09:a0:a8:b3:76:c2
        01:8a:8a:d8:26:c8:19:b8:0b:44:51:29:77:54:37:a1
        70:57:41:d9:8e:99:5f:cb:71:64:83:95:fd:dc:13:17
        ae:dc:ea:bb:b5:01:41:d6:a7:88:ab:3b:55:f0:19:8f
        f1:19:d0:f6:9c:19:d9:5a:84:0b:ff:a6:25:cd:f9:6b
        2c:fa:a5:47:c1:29:2f:b1:3d:8f:2a:fc:bb:52:87:1f
        ce:9e:58:e5:e9:3d:53:9e:21:eb:f1:16:9f:de:3d:43
        56:26:67:bf:a3:1b:ce:4a:04:49:5a:20:be:76:f3:1b
        68:d9:fc:12:5e:ce:c5:27:64:e1:fc:74:57:49:54:b8
        a2:7e:cd:82:7d:99:0d:fc:8a:0d:df:75:7a:3f:55:78
        1b:bb:70:bf:8f:f2:f4:10:36:46:0d:bf:9e:fe:05:3a
        8d:d5:f4:9b:d1:31:26:5d:2c:09:4f:fa:ab:b8:2a:df
 Other Information:
    SHA1 fingerprint:
        e16367b9b216797fdb8b22d55ac447c804bbed5f
    SHA256 fingerprint:
        c6f14634509d489b7f4a451ae7a88d68e960b7ae5cd5b9a324e8d1a09315c1bb
    Public Key ID:
        b1f122a301f97dfc739c84f3b453f6c05ddfa68f
    Public key's random art:
        +--[ RSA 2048]----+
        |                 |
        |   .             |
        |  o     o       .|
        |   o . . = . . .+|
        |    o + S + o = =|
        |     o + o * = = |
        |    .     o B . .|
        |           o . o |
        |              E .|
        +-----------------+
 
 -----BEGIN CERTIFICATE-----
 MIIDcDCCAligAwIBAgIMWS4RIS4n/mnx1fsiMA0GCSqGSIb3DQEBCwUAMBYxFDAS
 BgNVBAMTC2xpYnZpcnQub3JnMB4XDTE3MDUzMTAwNDEwNVoXDTE4MDUzMTAwNDEw
 NVowXjERMA8GA1UEAxMIc2VydmVyNzQxFDASBgNVBAoTC2xpYnZpcnQub3JnMREw
 DwYDVQQHEwhCcmlzYmFuZTETMBEGA1UECBMKUXVlZW5zbGFuZDELMAkGA1UEBhMC
 QVUwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDmwgkkGs/BmyVotjtb
 wUTnJE0sTkGeSi0nTrPhOosTH5wDnbw1EXpeqy8RUYW4E/4FPCDhTgyeXQW7Atkh
 OjQBYp6v39wYncQXMazk7i+FtgQvPtHGjvLZ/OtCXH8MOKAsc5so2vWqxWmYO47z
 V3PXQqpNdTHwSQG73KUa75E/1sdzkA6gsQe/0pnyVBPKaujY56zCj7Wii6UcPJ7G
 48FVuTS/TcI4Msqb9eMwQ/vPzLLM6ZoI6ZsGISF84T3DkwXFU9OxvNfvpYpQp8pG
 fZb4qO3zBzlt5IuPgWulFQsSJBv4/todiMUo4/QqQJI3e1bSSJdCf6ry+E6+djtL
 yR17AgMBAAGjdjB0MAwGA1UdEwEB/wQCMAAwEwYDVR0lBAwwCgYIKwYBBQUHAwIw
 DwYDVR0PAQH/BAUDAwegADAdBgNVHQ4EFgQUsfEiowH5ffxznITztFP2wF3fpo8w
 HwYDVR0jBBgwFoAUafT5EbWFn484DE8CY12sXztmVbMwDQYJKoZIhvcNAQELBQAD
 ggEBAGY5EA9blt/07QR5uNDbIuujg9wqPgE1LBbjkqBKr2ySbPa0+ozvePfpj+sJ
 IRkLZds34ETzlk1tAmKTL+sIGxxPVOymf7sYeFzmCaCos3bCAYqK2CbIGbgLRFEp
 d1Q3oXBXQdmOmV/LcWSDlf3cExeu3Oq7tQFB1qeIqztV8BmP8RnQ9pwZ2VqEC/+m
 Jc35ayz6pUfBKS+xPY8q/LtShx/Onljl6T1TniHr8Raf3j1DViZnv6MbzkoESVog
 vnbzG2jZ/BJezsUnZOH8dFdJVLiifs2CfZkN/IoN33V6P1V4G7twv4/y9BA2Rg2/
 nv4FOo3V9JvRMSZdLAlP+qu4Kt8=
 -----END CERTIFICATE-----
 - Ephemeral EC Diffie-Hellman parameters
 - Using curve: SECP256R1
 - Curve size: 256 bits
 - Version: TLS1.2
 - Key Exchange: ECDHE-RSA
 - Server Signature: RSA-SHA256
 - Client Signature: RSA-SHA256
 - Cipher: AES-128-GCM
 - MAC: AEAD
 - Compression: NULL
 - Options: safe renegotiation,
 - Channel binding 'tls-unique': 3f05c518bf28d0ce5ee49507
 *** Processing 50 bytes command: [  OK  ] Stopped dracut pre-udev hook.
 received:          Stopping dracut pre-udev hook...
 *** Processing 44 bytes command:          Stopping dracut pre-udev hook...
 received: [  OK  ] Stopped dracut cmdline hook.
 *** Processing 49 bytes command: [  OK  ] Stopped dracut cmdline hook.
 received:          Stopping dracut cmdline hook...
 *** Processing 43 bytes command:          Stopping dracut cmdline hook...
 received: [  OK  ] Closed udev Control Socket.
 ......
 *** Processing 63 bytes command: [  OK  ] Started dracut pre-pivot and cleanup hook.
 received:          Starting Cleaning Up and Shutting Down Daemons...
 *** Processing 61 bytes command:          Starting Cleaning Up and Shutting Down Daemons...
 Scheduling inactive connection for close
 
 (can got guest boot info after the certification verification)";;RedHatEnterpriseLinux7/RHEL7-93285
2771;RHEL7-93287;[console][tcp] Launch QEMU with a serial port as a TLS server;Launch QEMU with a serial port as a TLS server. Run a generic gnutls-cli TLS client, and ensure BIOS boot messages appear in the gnutls-cli terminal;Yalan Zhang (yalzhang);High;Positive;Automated;;1;"Senario 2: 
        Launch QEMU with a serial port as a TLS server. Run a generic gnutls-cli TLS client, it works as expected.
        1. ucomment these lines in qemu.conf, and restart libvirtd service.
        chardev_tls = 1
        chardev_tls_x509_cert_dir = ""/etc/pki/libvirt-chardev""
        chardev_tls_x509_verify = 1
       
​​";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;2;" 2. start a vm with below content (the vm have os installed and console=ttyS0,115200 configured in kernel command line). The gnutls client will show bios boot messages as pretty format, and can login and execute commands.
        # virsh dumpxml rhel-new | grep /console -B11
           <serial type='tcp'>
             <source mode='bind' host='server74' service='5556' tls='yes'/>
             <protocol type='raw'/>
             <target port='0'/>
             <alias name='serial0'/>
           </serial>
           <console type='tcp'>
             <source mode='bind' host='server74' service='5556' tls='yes'/>
             <protocol type='raw'/>
             <target type='serial' port='0'/>
             <alias name='serial0'/>
           </console>";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;3;"3. 
 # ps aux | grep qemu-kvm
 ...-object tls-creds-x509,id=objcharserial0_tls0,dir=/etc/pki/libvirt-chardev,endpoint=server,verify-peer=yes -chardev socket,id=charserial0,host=server74,port=5556,server,nowait,tls-creds=objcharserial0_tls0 -device isa-serial,chardev=charserial0,id=serial0 ...
​​";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;4;"4. 
 # gnutls-cli --priority=NORMAL -p5556 --x509cafile=ca-cert.pem server74  --x509certfile=client-cert.pem --x509keyfile=client-key.pem
 Processed 1 CA certificate(s).
 Processed 1 client X.509 certificates...
 Resolving 'server74'...
 Connecting to '10.66.71.67:5556'...
 - Certificate type: X.509
 - Got a certificate list of 1 certificates.
 - Certificate[0] info:
 - subject `CN=server74,O=libvirt.org', issuer `CN=libvirt.org', RSA key 2048 bits, signed using RSA-SHA256, activated `2017-05-31 00:33:30 UTC', expires `2018-05-31 00:33:30 UTC', SHA-1 fingerprint `d2002e2d40fe836aa1af642c9335fb6f18f543b1'
    Public Key ID:
        557b4983a9c15a1fb945991a8d068c60d148631c
    Public key's random art:
        +--[ RSA 2048]----+
        |     oE* +...B+o |
        |     oo.o =.Oo=o |
        |         o.=.*o  |
        |        ... +.   |
        |        S        |
        |                 |
        |                 |
        |                 |
        |                 |
        +-----------------+
 - Status: The certificate is trusted. 
 - Successfully sent 1 certificate(s) to server.
 - Description: (TLS1.2)-(ECDHE-RSA-SECP256R1)-(AES-128-GCM)
 - Session ID: 99:87:7A:CF:F8:2C:7A:B3:18:41:01:3B:AE:56:ED:A7:1F:1B:3B:53:93:8E:5D:97:02:DE:D4:CD:AE:D3:AE:3C
 - Ephemeral EC Diffie-Hellman parameters
 - Using curve: SECP256R1
 - Curve size: 256 bits
 - Version: TLS1.2
 - Key Exchange: ECDHE-RSA
 - Server Signature: RSA-SHA256
 - Client Signature: RSA-SHA256
 - Cipher: AES-128-GCM
 - MAC: AEAD
 - Compression: NULL
 - Options: safe renegotiation,
 - Handshake was completed
 - Simple Client Mode:
 [  OK  ] Started Show Plymouth Boot Screen.
 [  OK  ] Reached target Paths.
 [  OK  ] Reached target Basic System.
 [  OK  ] Found device /dev/mapper/rhel-root.
         Starting File System Check on /dev/mapper/rhel-root...
 [  OK  ] Started File System Check on /dev/mapper/rhel-root.
 [  OK  ] Started dracut initqueue hook.
         Mounting /sysroot...
 [  OK  ] Reached target Remote File Systems (Pre).
 [  OK  ] Reached target Remote File Systems.
 [  OK  ] Mounted /sysroot.
 [  OK  ] Reached target Initrd Root File System.
         Starting Reload Configuration from the Real Root...
 [  OK  ] Started Reload Configuration from the Real Root.
 [  OK  ] Reached target Initrd File Systems.
 [  OK  ] Reached target Initrd Default Target.
         Starting dracut pre-pivot and cleanup hook...
 ......
 [  OK  ] Started Authorization Manager.
 [  OK  ] Started Login Service.
 Red Hat Enterprise Linux Server 7.4 Beta (Maipo)
 Kernel 3.10.0-671.el7.x86_64 on an x86_64
 localhost login: root
 root
 Password: redhat
 Last login: Wed May 31 11:26:54 on tty1
 [root@localhost ~]# ls
 ls
 anaconda-ks.cfg
 [root@localhost ~]#";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;5;"Scenario 3: 
 Launch QEMU with a RHEL guest, and a serial port as a TLS server. Inside the guest OS run ""tail -f /dev/ttyS0'. Then launch a second QEMU instance with a serial port as a TLS client, connecting to the first QEMU guest. The BIOS boot messages from the second QEMU should appear in the guest terminal where you're running 'tail -f /dev/ttyS0'.";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;6;"1.
 # ll /etc/pki/libvirt-chardev
 total 28
 -rw-r--r--. 1 root qemu 1086 May 31 13:30 ca-cert.pem
 -r--r-----. 1 root qemu 1253 May 31 09:19 client-cert.pem
 -r--r-----. 1 root qemu 5823 May 31 09:19 client-key.pem
 -r--r-----. 1 root qemu 1180 May 31 14:06 server-cert.pem
 -r--r-----. 1 root qemu 5826 May 31 14:06 server-key.pem
 
​​";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;7;"2. the 2 guests both have os installed and kernel command line configured with ""console=ttyS0,115200""
 # virsh dumpxml rhel7.4 | grep /console -B5
    </serial>
    <console type='tcp'>
      <source mode='bind' host='server74' service='5556' tls='yes'/>
      <protocol type='raw'/>
      <target type='serial' port='1'/>
    </console>
 # virsh dumpxml rhel-new | grep /console -B5
    </serial>
    <console type='tcp'>
      <source mode='connect' host='server74' service='5556' tls='yes'/>
      <protocol type='raw'/>
      <target type='serial' port='0'/>
    </console>";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;8;"3. start the server rhel7.4 and login the guest, then execute ""screen /dev/ttyS0""
​​";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;9;"4. start the client rhel-new, the qemu command line looks like this:
 qemu     19362 32.3  4.7 1954960 351096 ?      Sl   15:24   0:19 /usr/libexec/qemu-kvm -name guest=rhel7.4, ...... 
 -object tls-creds-x509,id=objcharserial0_tls0,dir=/etc/pki/libvirt-chardev,endpoint=server,verify-peer=yes -chardev socket,id=charserial0,host=server74,port=5556,server,nowait,tls-creds=objcharserial0_tls0......
 qemu     19460 44.7  3.0 1919036 223860 ?      Sl   15:25   0:07 /usr/libexec/qemu-kvm -name guest=rhel-new......
 -object tls-creds-x509,id=objcharserial0_tls0,dir=/etc/pki/libvirt-chardev,endpoint=client,verify-peer=yes -chardev socket,id=charserial0,host=server74,port=5556,tls-creds=objcharserial0_tls0 ......";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2771;;;;;;;;;10;"5. check the output in rhel7.4 
 [root@localhost ~]# screen /dev/ttyS0
 It will show the bios boot messages";​​;;RedHatEnterpriseLinux7/RHEL7-93287
2772;RHEL7-93314;[Node Devices]  Dump scsi device xml info;"Dump scsi device xml info
";Jingjing Shao (jishao);Critical;Positive;Not Automated;;1;" 1. # virsh nodedev-list --tree
   +- pci_0000_00_03_0
   |   |
   |   +- pci_0000_09_00_0
   |       |
   |       +- scsi_host0
   |           |
   |           +- scsi_target0_2_0
   |               |
   |               +- scsi_0_2_0_0
   |                   |
   |                   +- block_sda_3600605b004ff9e4017f7512d0e506535
   |                   +- scsi_generic_sg0
 
 
 
​​";"
​​";Test Case;RedHatEnterpriseLinux7/RHEL7-93314
2772;;;;;;;;;2;"2.Check scsci device
 # virsh nodedev-dumpxml  scsi_target0_2_0
​​";"<device>
   <name>scsi_target4_0_0</name>
   <path>/sys/devices/pci0000:80/0000:80:09.0/0000:95:00.1/host4/rport-4:0-0/target4:0:0</path>
   <parent>scsi_host4</parent>
   <capability type='scsi_target'>
     <target>target4:0:0</target>
     <capability type='fc_remote_port'>
       <rport>rport-4:0-0</rport>
       <wwpn>0x50050768030539b6</wwpn>
     </capability>
   </capability>
 </device>
 
 Related patch: 
 https://www.redhat.com/archives/libvir-list/2017-May/msg00785.html 
​​";;RedHatEnterpriseLinux7/RHEL7-93314
2772;;;;;;;;;3;"3, # virsh nodedev-dumpxml block_sr0_IBM_SATA_DEVICE_81Y3661_YM45_044072
​​";"# virsh nodedev-dumpxml block_sr0_IBM_SATA_DEVICE_81Y3661_YM45_044072
 <device>
   <name>block_sr0_IBM_SATA_DEVICE_81Y3661_YM45_044072</name>
   <path>/sys/devices/pci0000:00/0000:00:1f.2/ata1/host2/target2:0:0/2:0:0:0/block/sr0</path>
   <devnode type='dev'>/dev/sr0</devnode>
   <devnode type='link'>/dev/cdrom</devnode>
   <devnode type='link'>/dev/disk/by-id/ata-IBM_SATA_DEVICE_81Y3661_YM45_044072</devnode>
   <devnode type='link'>/dev/disk/by-path/pci-0000:00:1f.2-ata-1.0</devnode>
   <parent>scsi_2_0_0_0</parent>
   <capability type='storage'>
     <block>/dev/sr0</block>
     <bus>ata</bus>
     <drive_type>cdrom</drive_type>
     <model> DEVICE 81Y3661</model>
     <vendor>IBM SATA</vendor>
     <serial>IBM_SATA_DEVICE_81Y3661_YM45_044072</serial>
     <capability type='removable'>
       <media_available>0</media_available>
       <media_size>0</media_size>
     </capability>
   </capability>
 </device>
 
 
 
 # ll /dev/cdrom
 lrwxrwxrwx. 1 root root 3 May 27 03:07 /dev/cdrom -> sr0
 
 # ll /dev/disk/by-id/ata-IBM_SATA_DEVICE_81Y3661_YM45_044072
 lrwxrwxrwx. 1 root root 9 May 27 03:07 /dev/disk/by-id/ata-IBM_SATA_DEVICE_81Y3661_YM45_044072 -> ../../sr0
 
 # ll /dev/disk/by-path/pci-0000:00:1f.2-ata-1.0
 lrwxrwxrwx. 1 root root 9 May 27 03:07 /dev/disk/by-path/pci-0000:00:1f.2-ata-1.0 -> ../../sr0
​​";;RedHatEnterpriseLinux7/RHEL7-93314
2772;;;;;;;;;4;"4.  # virsh nodedev-dumpxml scsi_generic_sg1
 
 
​​";"# virsh nodedev-dumpxml scsi_generic_sg1
 <device>
   <name>scsi_generic_sg1</name>
   <path>/sys/devices/pci0000:00/0000:00:1f.2/ata1/host2/target2:0:0/2:0:0:0/scsi_generic/sg1</path>
   <devnode type='dev'>/dev/sg1</devnode>
   <parent>scsi_2_0_0_0</parent>
   <capability type='scsi_generic'>
     <char>/dev/sg1</char>
   </capability>
 </device>
​​";;RedHatEnterpriseLinux7/RHEL7-93314
2773;RHEL7-93318;polarion display display issue;;Yalan Zhang (yalzhang);;Positive;Manual Only;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93318
2774;RHEL7-93365;KN-TC: vnic/sriov FUNC=sriov-test-vmvf-different-vlan;KN-TC: vnic/sriov FUNC=sriov-test-vmvf-different-vlan;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93365
2775;RHEL7-93366;KN-TC: vnic/sriov FUNC=sriov-test-bond-lacp;KN-TC: vnic/sriov FUNC=sriov-test-bond-lacp;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93366
2776;RHEL7-93397;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-virtio;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-virtio;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93397
2777;RHEL7-93398;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-vlan-virtio;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-vlan-virtio;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93398
2778;RHEL7-93399;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-remote-virtio;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-remote-virtio;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93399
2779;RHEL7-93400;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-remote-virtio;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-remote-virtio;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93400
2780;RHEL7-93401;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-vlan-remote-virtio;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-vlan-remote-virtio;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93401
2781;RHEL7-93402;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-e1000;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-e1000;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93402
2782;RHEL7-93403;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-vlan-e1000;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-vmvf-vlan-e1000;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93403
2783;RHEL7-93404;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-remote-e1000;KN-TC: vnic/macvtap FUNC=macvtap-test-bridge-vmvf-remote-e1000;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93404
2784;RHEL7-93405;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-remote-e1000;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-remote-e1000;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93405
2785;RHEL7-93406;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-vlan-remote-e1000;KN-TC: vnic/macvtap FUNC=macvtap-test-passthru-vmvf-vlan-remote-e1000;Yuying Ma (yuma);Medium;Positive;Automated;;;;;Test Case;RedHatEnterpriseLinux7/RHEL7-93406
2786;RHEL7-93412;[virtlogd][Reload] Reload virtlogd.service when guest with file-backend serial device is running;"Verify that reloading virtlogd.service can succeed when guest with file-backend serial device is running.
Bug 1430988 - Permission denied when reloading virtlogd";Fangge Jin (fjin);High;Positive;Not Automated;;1;"Set virtlogd as the log handler:
 
 a) Keep the default setting for stdio_handler in /etc/libvirt/qemu.conf.
 
 or 
 b) set stdio_handler=logd:
 # vi /etc/libvirt/qemu.conf
 stdio_handler=logd 
 
 (Re)start libvirtd:
 # systemctl restart libvirtd";​​;Test Case;RedHatEnterpriseLinux7/RHEL7-93412
2786;;;;;;;;;2;Start a guest with file-backend serial device;​​;;RedHatEnterpriseLinux7/RHEL7-93412
2786;;;;;;;;;3;"Reload virtlogd:
 # systemctl reload virtlogd";​​;;RedHatEnterpriseLinux7/RHEL7-93412
2786;;;;;;;;;4;"Check virtlogd status:
 # systemctl status virtlogd";virtlogd is running;;RedHatEnterpriseLinux7/RHEL7-93412
2787;RHEL7-93413;WALA-TC: [WALA conf] Enable FIPS;[WALA conf] Enable FIPS;Yuxin Sun (yuxisun);;Positive;Manual Only;;1;"1. Prepare a VM on Azure. 
 1.1 Ensure these packages are installed:
 fipscheck
 fipscheck-lib
 dracut-fips
 1.2 Add fips=1 in kernel parameters
 RHEL-7:
 # sed -i '/^GRUB_CMDLINE_LINUX=/s/""$/ fips=1""/' /etc/default/grub
 uuid=$(findmnt -no uuid /boot)
 [[ -n $uuid ]] && sed -i ""/^GRUB_CMDLINE_LINUX=/s/\""$/ boot=UUID=${uuid}\""/"" /etc/default/grub
 # grub2-mkconfig -o /boot/grub/grub.cfg
 RHEL-6:
 Add fips=1 in /etc/grub/grub.conf
 1.3 Rebuild initramfs:
 # mv /boot/initramfs-3.10.0-675.el7.x86_64.img{,.bak}
 # dracut
 1.4 Reboot
 * Detail steps are here: https://access.redhat.com/solutions/137833 
​​";"Check if FIPS is enable:
 # rpm -qa|grep fips
 fipscheck-1.4.1-6.el7.x86_64
 dracut-fips-033-496.el7.x86_64
 fipscheck-lib-1.4.1-6.el7.x86_64
 
 # cat /proc/sys/crypto/fips_enabled
 1
 
 # sysctl crypto.fips_enabled
 crypto.fips_enabled = 1
 
 # cat /proc/cmdline 
 BOOT_IMAGE=/vmlinuz-3.10.0-675.el7.x86_64 root=/dev/mapper/rhel-root ro earlyprintk=ttyS0 console=ttyS0 rootdelay=300 crashkernel=auto net.ifnames=0 fips=1 boot=UUID=cfb59caa-86a6-4795-8fdc-9cded73a2238
 
 # echo $(findmnt -no uuid /boot)
 cfb59caa-86a6-4795-8fdc-9cded73a2238
​​";Test Case;RedHatEnterpriseLinux7/RHEL7-93413
2787;;;;;;;;;2;"2. Enable FIPS in waagent.conf
 Restart waagent service
​​";"# cat /etc/waagent.conf |grep FIPS
 OS.EnableFIPS=y";;RedHatEnterpriseLinux7/RHEL7-93413
2787;;;;;;;;;3;"3. Run ""reset remote access"" to install an Extension to the VM
 Wait for the extension installed, check if there's error log in /var/log/waagent.log
​​";"There's no error log. 
​​";;RedHatEnterpriseLinux7/RHEL7-93413
2787;;;;;;;;;4;config ;​​;;RedHatEnterpriseLinux7/RHEL7-93413
